	selection	cdr_title_num	cdr_track_num	composer_name	artist_name	track_name	track_id	popularity	year_rec	danceability	energy	valence	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	tempo	norm_energy	norm_valence	quadrant	num_users	1	2	3	4	tenderness	sadness	joy	transcendence	power	tension	fear	peace	bitterness	anger	surprise	txt_free	txt_quad	txt_mood	pref	fam
203	latam	KHX0467	KHX0467-0009	Andréa Daltro	Manuel Veiga	Minha Maria É Bonita	5s7AZnhqrZoh8bxmZIhmIU	0	                         1996-01-01	0.532	0.0236	0.75	5	-26.812	1	0.0487	0.949	3.88e-06	0.0869	99.392	-1.84852528880385	0.590907753533492	4	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	paz	HarmonyHarmony Left_me_in_awe Feel_pleasure	Harmony	0.9900990099009901	0.0
204	latam	HEX10343	HEX10343-0009	Novalima	not found	Tumbala	2ccyfMLrk0e83ufjIzx7nP	11	                         2009-01-13	0.746	0.87	0.884	1	-6.807	1	0.0574	0.0195	0.501	0.0539	159.967	1.73038984975065	0.994430881114987	1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Festiva	High_sound_level Fast_tempoMelody_contour	Keep_beat_with_fingers_or_feet	0.9900990099009901	0.0
205	latam	HEX10756	HEX10756-0005	El Combo de Pepe	not found	Bailando Boogaloo	05EAbrnRCmj492JtErjkKd	0	                         2016-02-17	0.58	0.638	0.793	1	-8.264	1	0.123	0.659	0.0141	0.156	101.385	0.728776726449172	0.639708101547796	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
206	latam	HEX11472	HEX11472-0006	Susana Baca	not found	Baho Kende y Palo Mayimbe	4zjRjYlLTTP2C5WMcNXUtj	4	                         2011-05-02	0.649	0.613	0.938	10	-9.068	0	0.224	0.609	0.00179	0.0886	129.032	0.620844277817547	1.20492571734167	1	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Desamor	Slow_tempoDissonance	Harmony Lyrics	0.0	0.0
207	latam	HEX15154	HEX15154-0005	Alfredo Linares	not found	Yo No Soy Guapo	5oehD5GPl1zgqVIs3wY7bG	10	                         1984-07-31	0.658	0.707	0.964	7	-8.254	0	0.0405	0.714	0.000207	0.0556	100.955	1.02667028467246	1.3062750829323	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
208	latam	HEX6530	HEX6530-0003	Pepe Vásquez	not found	Se Me Van los Pies	4ltrob5Ar4Vpzw7vkMajnB	7	                         2014-10-13	0.517	0.925	0.845	5	-5.249	1	0.102	0.664	0.0	0.351	135.104	1.96784123674022	0.842406832729048	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
209	latam	HEX4123	HEX4123-0003	Tania Libertad	Azucar Moreno	Amor Gitano (with Azucar Moreno)	0zF416KJFzJ1nH0QTKcPGv	10	                         2012-02-10	0.609	0.611	0.328	8	-10.588	0	0.0619	0.453	0.0	0.0789	112.032	0.612209681927017	-1.17288632151532	2	3.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	angustia rabia tristeza	Low_sound_level Slow_tempo Dissonance Low_sound_levelMelody_contour Note_durations Harmony Minor_mode	Memories_of_somebody/something Lyrics Minor_mode	0.0	0.0
210	latam	JK205161	JK205161-0008	Matus	not found	Hada Morgana	72d7NKiAw65BMNC0a0oNcJ	0	                         2015-09-03	0.563	0.801	0.404	11	-3.543	1	0.0426	0.114	0.000238	0.0638	119.868	1.43249629152736	-0.876634329788878	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	enèrgica	High_sound_level TimbreHarmony Changes_in_sound_level	Timbre Emotion_is_contagious	0.9900990099009901	0.0
211	latam	KHX1445	KHX1445-0002	Negritos of Cabana Sur with harp, violins, tinya, and espadín	not found	Negritos	6OjM6qMiIeDMPsq0i5zgEv	2	                         2001-11-20	0.686	0.85	0.358	1	-13.096	1	0.0623	0.758	0.0568	0.39	114.227	1.64404389084535	-1.05594474583383	2	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	festiva	High_sound_level Melody_contourMelody_contour Music_is_stimulating	Emotion_is_contagious Timbre	0.9900990099009901	0.0
212	latam	HEX15132	HEX15132-0062	Yma Sumac	not found	Dale Que Dale!	0Bw6gEGFEe94s21zVckhWE	4	                         1959-01-01	0.587	0.831	0.496	6	-8.814	0	0.0633	0.741	1.97e-05	0.411	102.121	1.56201522988531	-0.51801349769897	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
213	latam	HEX12360	HEX12360-0001	Novalima	not found	Festejo	6CTlPXir7x0lLrLsZhQ1E6	19	                         2012-03-01	0.806	0.757	0.466	7	-8.458	1	0.0599	0.088	0.00831	0.159	129.954	1.2425351819357	-0.634955073380462	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Estresante	Fast_tempoDissonance	Dissonance Conditioned	0.0	0.0
214	latam	KHX0117	KHX0117-0021	Manuel Silva	not found	El Hombre	1eQJZTQDD6KAiOpdjWyoEu	0	1989	0.657	0.092	0.447	0	-18.538	0	0.0665	0.954	0.223	0.117	117.92	-1.62846795166551	-0.709018071312073	3	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	pacífica	Slow_tempo ConsonanceMelody_contour	Low_sound_level	0.0	0.0
215	latam	JK178550	JK178550-0008	Silvana Kane	not found	Todo Cambia	3ML9LEg6ngCYKdz7vJpuqs	3	                         2012-11-13	0.629	0.298	0.146	0	-11.217	1	0.0298	0.866	0.00101	0.0997	107.956	-0.73910457494092	-1.8823318806497	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
216	latam	KHX1538	KHX1538-0005	Lucy Acevedo	not found	El Payande (Lamento)	0BiAWewHj3mySqhvKlEvYX	0	                         2002-04-15	0.585	0.148	0.376	7	-16.464	0	0.0454	0.684	7.71e-05	0.0736	164.094	-1.38669926673067	-0.985779800424936	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
217	latam	KHX1528	KHX1528-0012	Chabuca Granda	not found	Pobre Voz	2OqeYho1c6XaPH1ifWkWCf	3	                         2015-05-24	0.552	0.342	0.339	4	-10.911	1	0.054	0.772	0.0	0.114	87.541	-0.549143465349261	-1.13000774376544	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	venjativa	Low_sound_level Slow_tempoTimbre Melody_contour	Lyrics Melody_contour	0.0	0.0
218	latam	KHX2264	KHX2264-0004	Pena	not found	Quizas Un Dia Asi	28KjQHq8DTiJCPYeNsYb8e	0	                         2010-12-10	0.639	0.178	0.311	4	-11.509	1	0.0538	0.926	1.34e-05	0.0966	120.51	-1.25718032837272	-1.2391532144015	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
219	latam	KHX0534	KHX0534-0001	Alturas	not found	Busco un Ratón	5UCuxPQjMVOtnzvAmafYDl	1	                         1995-07-25	0.683	0.295	0.892	11	-14.765	0	0.0593	0.8	1.53e-06	0.0962	94.995	-0.752056468776715	1.02561530129672	4	3.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	plàcida alegria fiesta	Low_sound_level Timbre Feel_like_singing Want_to_dance_or_move Changes_in_sound_levelLyrics Harmony Feel_like_singing Want_to_dance_or_move Emotion_is_contagious	Melody_contour Want_to_dance_or_move Consonance	0.6644518272425249	0.0
220	latam	KHX1111	KHX1111-0016	Rudecindo Maco, Ramos Sandoval	not found	Marinera: The Potter/El Alfarero	5kddQDARd84OTDyQif709Z	0	                         1996-10-29	0.613	0.28	0.89	7	-17.748	1	0.0756	0.996	0.756	0.125	173.315	-0.816815937955689	1.01781919625129	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
221	latam	KHX0644	KHX0644-0026	Los Dandys Y Su Conjunto	not found	La Pampa Y La Puna	52mzlCdMg3pffdDK1B49cf	0	1996	0.61	0.168	0.467	5	-16.441	0	0.0669	0.907	2.34e-06	0.0969	120.91	-1.30035330782537	0.631057020857745	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
222	latam	JK178550	JK178550-0007	Silvana Kane	not found	Soy Pan Soy Paz Soy Mas	0CYwt0IwyfPJ0gQokFdvYv	3	                         2012-11-13	0.624	0.326	0.152	5	-12.67	1	0.0246	0.636	8.67e-05	0.0842	100.003	-0.618220232473501	1.85894356551341	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
223	latam	HEX8027	HEX8027-0004	Tania Libertad	not found	La Cuerda Floja	5DmIH1YPEtNFRMIfn7ohct	5	                         2011-02-24	0.568	0.351	0.347	2	-10.739	0	0.0339	0.733	0.00136	0.104	101.838	-0.510287783841876	1.09882332358371	4	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Desamparo	Melody_contour Goosebumps_or_chills Note_durationsHarmony Associations_to_a_thought	Visualize_a_mental_image Harmony	0.9900990099009901	0.0
224	latam	HEX13782	HEX13782-0010	Septeto Nacional De Ignacio Pineiro	not found	Echale Salsita	4j8i1tJ3ulhWMTVfaZLnFM	0	                         2007-01-02	0.469	0.695	0.949	3	-8.559	1	0.0433	0.859	0.773	0.336	81.152	0.748690899872514	1.01718533912001	1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	fiesta	ConsonanceHarmony	Lyrics	0.9900990099009901	0.9900990099009901
225	latam	HEX4709	HEX4709-0002	David Calzado	David Calzado y su Charanga Habanera	A mí me gustan todas	1yYalEkdRFuZhVNq2KlqOc	5	                         2006-01-01	0.435	0.815	0.922	0	-10.581	1	0.0403	0.218	0.0017	0.0798	98.608	1.3167251400283	0.893756417163989	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
226	latam	HEX5200	HEX5200-0012	Desi Arnaz	not found	El Marimbulero (Original Mix)	5Ep9ECBHmmGaXg4BkOZdzT	0	                         2019-02-08	0.47	0.787	0.857	5	-9.148	0	0.0967	0.866	0.000142	0.166	100.89	1.18418381732529	0.596612716158763	1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Positivismo	Fast_tempo Articulation_of_notesLow_sound_level Melody_contour	Melody_contour	0.9900990099009901	0.0
227	latam	HEX7595	HEX7595-0009	Estrellas De San Antonio	not found	El Manisero Campana Mi Salsa Tiene Sandunga	627UgfVPLfPrlp5zQHYgSD	0	                         2003-01-21	0.444	0.845	0.868	4	-5.22	0	0.076	0.77	0.00203	0.368	85.901	1.45873370006725	0.646898573251955	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
228	latam	KHX2071	KHX2071-0016	Compay Segundo	not found	Pobre Corazón	4zvoKpFK7yV7K6F6R5WkTQ	8	                         2003-09-09	0.476	0.739	0.872	9	-7.409	1	0.0396	0.532	0.0144	0.129	154.91	0.956970121262971	0.665184339467662	1	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	resignación	Slow_tempoMelody_contour	Associations_to_a_thought	0.0	0.0
229	latam	HEX13782	HEX13782-0001	Fernando Alvarez	not found	Dos Gardenias	5SfbEhcGKI09JVLu0qMiel	0	                         2007-01-02	0.437	0.643	0.562	10	-5.411	1	0.0346	0.367	0.0	0.0883	85.163	0.502542729138339	-0.751962542249569	2	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Misterio	Minor_mode Tempo_variabilityHarmony Associations_to_a_thought	Changes_in_sound_level	0.0	0.0
230	latam	HEX8272	HEX8272-0013	Gloria Estefan	not found	Ay, Ay, Ay Amor	38AxFAPxJSid7UKIZ1rbum	15	1993	0.412	0.866	0.479	7	-3.77	1	0.204	0.136	0.0	0.0907	82.66	1.55813969209452	-1.13139219122547	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
231	latam	JK131421	JK131421-0003	Topaz Sound & Cubanito 20-02	not found	Tu Eres Bella	2DUdMxD7yA2xVb70tKLCMW	1	2004	0.461	0.71	0.549	7	-5.31	1	0.181	0.0735	0.0	0.0979	82.314	0.819695179891988	-0.811391282450614	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
232	latam	KHX2260	KHX2260-0010	Clave y Guaguancó	not found	Nosotros Tenemos Por Norma	5EROsMwxGK6vwHyFqxmBVL	4	2008	0.453	0.68	0.485	1	-11.47	0	0.132	0.0515	0.0634	0.12	143.015	0.677686619853041	-1.10396354190191	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
233	latam	HEX5404	HEX5404-0009	Lecuona Cuban Boys	R. López	La sitiera	2G9LL3vIzWF8TyM5Cm90b2	0	                         2019-02-23	0.419	0.717	0.559	10	-5.039	1	0.0826	0.968	0.0362	0.327	144.853	0.852830510567743	-0.765676866911349	2	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	elegant	Timbre VibratoConsonance Want_to_dance_or_move	Feel_pleasure Melody_contour	0.9900990099009901	0.0
234	latam	KHX2944	KHX2944-0012	Ibrahim Ferrer	not found	Mujer	0w0QcoyXI9IlralmSWXVTN	20	                         2020-02-28	0.48	0.232	0.32	0	-12.342	1	0.0356	0.919	0.00467	0.104	79.392	-1.44297454339524	-1.85825139829979	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
235	latam	KHX1622	KHX1622-0020	Vicentico Valdés	not found	Hechos...No Palabras	0vrzGBhoHDp4gbnuEykvR9	1	                         1972-01-01	0.314	0.341	0.398	0	-9.18	1	0.0293	0.572	0.00663	0.247	146.93	-0.927010108587065	-1.50167895709352	3	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	engaño	Slow_tempo Note_durationsNote_durations Low_sound_level	Note_durations Slow_tempo	0.9900990099009901	0.0
236	latam	HEX6298	HEX6298-0004	Olga Guillot	not found	No Te Importe Saber	7HzbjLNDP6PZCGfFxnJESK	0	                         2015-09-21	0.238	0.243	0.077	7	-13.494	0	0.0351	0.96	0.00266	0.316	89.383	-1.39090473804763	-2.96911169590395	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	amargura	Harmony Articulation_of_notesArticulation_of_notes Lyrics	Lyrics	0.0	0.0
237	latam	HEX4941	HEX4941-0014	Buena Vista Social Club	not found	La Bayamesa	4jIizyj6SeB9XZZsKCjCTu	46	                         1997-06-23	0.358	0.177	0.326	3	-12.864	1	0.0307	0.971	0.000115	0.105	168.921	-1.70332357013331	-1.83082274897624	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
238	latam	HEX2986	HEX2986-0002	Pablo Milanés	not found	Para Vivir	3b2ekBkeKA09Fqy6eWP7HQ	43	                         2016-10-14	0.429	0.273	0.257	10	-6.416	1	0.0427	0.946	1.2e-05	0.11	129.181	-1.24889617800868	-2.14625221619717	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
239	latam	HEX9022	HEX9022-0018	Beny Moré	not found	Bombon de Pollo	3az3Jd8ecwOkG3Fy3UAnuu	1	                         2012-03-05	0.385	0.189	0.937	7	-22.402	0	0.0584	0.883	4.75e-05	0.081	206.992	-1.64652014611773	0.962328040472888	4	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	alegre	High_sound_levelHigh_sound_level	Changes_in_sound_level	0.0	0.0
240	latam	HEX7703	HEX7703-0017	Celia Cruz	not found	Madre Rumba	5s7UtRlvlIywFDMCBZ8lfs	16	                         2020-11-08	0.461	0.321	0.89	0	-10.385	1	0.0455	0.804	0.0023	0.27	174.896	-1.02168248194636	0.74747028743834	4	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Harmoniosa	Slow_tempoConsonance	Consonance Melody_contour	0.0	0.0
241	latam	HEX6178	HEX6178-0010	Orlando Vallejo	not found	Pa' Que Sientas Lo Que Siento	2FwLhOUVK16eviAwff2rK0	6	                         2010-10-25	0.43	0.35	0.885	4	-8.208	0	0.051	0.978	0.0321	0.354	100.238	-0.884407540575381	0.724613079668707	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
242	latam	HEX2332	HEX2332-0010	Celia Cruz	La Sonora Matancera	Noche Criolla	2CA5865wcmBr7rV3sha9dp	2	                         1962-01-01	0.494	0.275	0.864	10	-12.747	1	0.0402	0.721	0.0145	0.123	133.415	-1.23942894067275	0.62861280703625	4	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Impactante	TimbreMelody_contour	Timbre Consonance	0.0	0.0
243	latam	KHX0770	KHX0770-0005	Vieja Trova Santiaguera	not found	¿ Qué Viste ?	3dJzFa1aLJN1mduCUDV1Q8	6	                         1994-01-01	0.499	0.329	0.849	2	-14.322	1	0.0589	0.689	8.38e-06	0.434	86.575	-0.983813532602644	0.560041183727351	4	2.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	alegria Tristesa	Keep_beat_with_fingers_or_feet Want_to_dance_or_move Slow_tempoAssociations_to_a_thought Visualize_a_mental_image Changes_in_sound_level	Want_to_dance_or_move Harmony	0.0	0.0
244	latam	HEX0376	HEX0376-0009	Celia Cruz	Johnny Pacheco	C�cala	4lDazSsfp0eKRWUh4BKCgI	39	                         1975-12-31	0.675	0.746	0.967	7	-4.97	1	0.0359	0.328	0.00676	0.298	100.762	0.990105451938725	1.09947128709068	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
245	latam	HEX11136	HEX11136-0014	Compay Segundo	not found	San Luisera	7pZ034Hgrvbkq5GnChJxIv	1	                         2005-01-01	0.63	0.755	0.892	4	-6.179	0	0.0462	0.862	6.78e-05	0.245	97.461	1.03270801995041	0.756613170546193	1	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Alegre feliç alegre	Fast_tempo Fast_tempo Articulation_of_notes Keep_beat_with_fingers_or_feet Want_to_dance_or_moveArticulation_of_notes Keep_beat_with_fingers_or_feet Timbre Harmony	Articulation_of_notes Want_to_dance_or_move Keep_beat_with_fingers_or_feet Emotion_is_contagious	0.9966777408637875	0.0
246	latam	HEX11578	HEX11578-0020	Omara Portuondo	not found	Agua Que Cae Del Cielo	0EPxj7LuGuJqO871C8SRDI	0	                         2015-10-21	0.55	0.721	0.893	0	-7.414	0	0.0773	0.711	0.0555	0.0707	122.061	0.871764985239602	0.761184612100119	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
247	latam	HEX6326	HEX6326-0002	Orishas	not found	Represent	1ZYq2RVDEht5fuLUomK03I	57	1999	0.864	0.643	0.94	6	-7.841	1	0.0675	0.149	7.03e-06	0.263	95.193	0.502542729138339	0.976042365134667	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
248	latam	HEX14872	HEX14872-0007	Maite Hontel�	Goyo	A M� Me Gusta	1K82fsKyjvJXMH48HJw3Gc	0	                         2018-11-23	0.747	0.854	0.846	8	-7.176	1	0.0347	0.623	0.0	0.074	90.005	1.50133626807894	0.546326859065571	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
249	latam	HEX10464	HEX10464-0023	Mayito Rivera	not found	Negrito Bailador	5xNEwbRgg8BRUxhO5yS6Qg	23	                         2005-08-01	0.75	0.836	0.592	4	-6.097	0	0.0515	0.221	8.83e-05	0.0824	100.303	1.41613113205557	-0.614819295631772	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
250	latam	HEX13931	HEX13931-0003	Daym� Arocena	not found	Lo Que Fue	6VrZKdBVwzuRyM05TD5pca	16	                         2017-03-10	0.727	0.768	0.342	9	-6.694	1	0.0374	0.438	7.51e-06	0.115	126.045	1.09424506263395	-1.75767968411341	2	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Superación	Harmony Tempo_variabilityKeep_beat_with_fingers_or_feet Want_to_dance_or_move Tempo_variability	Lyrics	0.9900990099009901	0.0
251	latam	HEX7682	HEX7682-0007	Danae	not found	No Me Hace Da�o	5MtdF4TKNx5KHG2DF6LymI	0	                         2003-01-01	0.645	0.799	0.607	4	-7.887	0	0.0675	0.651	0.000919	0.0768	177.091	1.24098724134087	-0.546247672322875	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0
252	latam	HEX12651	HEX12651-0010	Soneros De Verdad	Luis Frank Arias	Las Tunas	7rrfb22TyK3CsIpyZqQPT7	0	                         2015-05-25	0.682	0.652	0.554	8	-7.898	1	0.0379	0.852	0.258	0.0954	161.867	0.545145297150023	-0.788534074680982	2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	reivindicativa	High_sound_level Articulation_of_notesMelody_contour Harmony	Melody_contour Emotion_is_contagious	0.0	0.0
253	latam	HEX15255	HEX15255-0005	Olvido Ruiz	L�zara Cachao L�pez	El Cuarto de Tula	7ksZqxR8TtVa0DVghAnjLW	0	                         2020-06-05	0.541	0.646	0.569	7	-5.363	1	0.0772	0.757	3.51e-05	0.78	89.405	0.516743585142233	-0.719962451372084	2	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Armonía	Slow_tempoArticulation_of_notes Lyrics	Slow_tempo Lyrics	0.9900990099009901	0.9900990099009901
254	latam	HEX1643	HEX1643-0004	Silvio Rodr�guez	not found	Playa Gir�n	3NksSZKlq0hVvbC11kK8im	31	                         1991-01-01	0.66	0.2	0.321	6	-15.369	1	0.0589	0.806	0.000732	0.104	67.375	-1.59445034077012	-1.85367995674587	3	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Oblido	Slow_tempoAssociations_to_a_thought	Melody_contour Lyrics	0.0	0.0
255	latam	HEX5444	HEX5444-0018	La Sonora Matancera	Various Artists	Ten Piedad	6ckrWacxiHAdDSXNV70Wv9	0	                         2009-04-21	0.568	0.243	0.587	7	-8.218	0	0.0289	0.895	0.0066	0.347	99.001	-1.39090473804763	-0.637676503401405	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	amargura	Harmony Articulation_of_notesSlow_tempo	Lyrics	0.0	0.0
256	latam	JE25998	JE25998-0009	Chucho Vald�s	Irakere	Tu Me Acostumbraste	3wJ4LzEJBn5gLPhiAxEFW5	8	                         2016-01-08	0.644	0.355	0.218	8	-14.493	1	0.0374	0.565	0.000891	0.167	96.076	-0.860739447235556	-2.3245384368003	3	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	estima Desamor	Slow_tempo Timbre Slow_tempoLyrics Melody_contour Harmony Emotion_is_contagious	Lyrics Emotion_is_contagious Lyrics	0.9950248756218907	0.0
257	latam	KHX1130	KHX1130-0012	Vieja Trova Santiaguera	not found	La clept�mana	1yTaAvtg4R8S59mi9gUq16	7	2000	0.576	0.344	0.484	4	-10.098	1	0.0337	0.468	0.0	0.0862	104.707	-0.91280925258317	-1.10853498345584	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	triste	ConditionedConsonance	Lyrics	0.9900990099009901	0.9900990099009901
258	latam	KHX2707	KHX2707-0001	Maria Teresa Vera	Rafael Zequeira	Me parece mentira	3wVTXVVhmsAyid1JNgqbi6	0	                         2009-01-06	0.536	0.143	0.343	4	-15.596	1	0.0776	0.994	0.00106	0.125	76.481	-1.86426660484412	-1.75310824255948	3	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tristeza	Low_sound_levelLyrics	Lyrics Melody_contour	0.0	0.0
259	latam	KHX0347	KHX0347-0005	Eliades Ochoa y el Cuarteto Patria	not found	Cuando El R�o Suena	4BACtCuYBPP9EPekxUZkRz	2	1993	0.711	0.234	0.884	3	-19.332	1	0.0498	0.509	1.01e-05	0.0943	97.517	-1.43350730605931	0.72004163811478	4	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enyorança	Articulation_of_notesConsonance	Memories_of_somebody/something	0.9900990099009901	0.9900990099009901
